W	592896
W	592976
W	593056
W	593136
W	593216
W	593296
W	593376
W	593456
W	593536
W	593616
W	593696
W	593776
W	593856
W	593936
W	594016
W	594096
W	594176
W	594256
W	594336
W	594416
W	594496
W	594576
W	594656
W	594736
W	594816
W	594896
W	594976
W	595056
W	595136
W	595216
W	595296
W	595376
W	595456
W	595536
W	595616
W	595696
W	595776
W	595856
W	595936
W	596016
W	596096
W	596176
W	596256
W	596336
W	596416
W	596496
W	596576
W	596656
W	596736
W	596816
W	596896
W	596976
W	597056
W	597136
W	597216
R	597278	597296
W	597296
W	597376
W	597456
W	597536
W	597616
W	597696
W	597776
W	597856
W	597936
W	598016
W	598096
W	598176
W	598256
W	598336
W	598416
W	598496
W	598576
W	598656
W	598736
W	598816
W	598896
W	598976
W	599056
W	599136
W	599216
W	599296
W	599376
W	599456
W	599536
W	599616
W	599696
W	599776
W	599856
W	599936
W	600016
W	600096
W	600176
W	600256
W	600336
W	600416
W	600496
W	600576
W	600656
W	600736
W	600816
W	600896
W	600976
R	601003	601056
R	601005	601056
R	601005	601056
R	601005	601056
R	601009	601056
R	601010	601056
W	601056
R	601062	601136
R	601070	601136
R	601071	601136
R	601072	601136
R	601074	601136
R	601076	601136
R	601078	601136
R	601080	601136
R	601081	601136
R	601082	601136
R	601083	601136
R	601084	601136
R	601084	601136
R	601086	601136
R	601088	601136
R	601104	601136
R	601109	601136
R	601120	601136
R	601122	601136
R	601122	601136
W	601136
R	601143	601216
R	601163	601216
R	601205	601216
R	601205	601216
W	601216
R	601221	601296
R	601226	601296
R	601254	601296
R	601257	601296
R	601261	601296
W	601296
R	601362	601376
R	601369	601376
R	601372	601376
W	601376
R	601445	601456
W	601456
R	601508	601536
R	601509	601536
R	601509	601536
R	601511	601536
R	601527	601536
W	601536
R	601572	601616
R	601572	601616
R	601581	601616
R	601596	601616
W	601616
R	601624	601696
R	601640	601696
R	601642	601696
R	601651	601696
R	601667	601696
R	601568	601696
R	601675	601696
W	601696
R	601713	601776
R	601713	601776
R	601722	601776
R	601724	601776
R	601724	601776
R	601725	601776
R	601727	601776
R	601739	601776
R	601740	601776
R	601740	601776
R	601669	601776
W	601776
R	601776	601856
R	601810	601856
R	601820	601856
R	601820	601856
W	601856
R	601669	601936
W	601936
R	601669	602016
W	602016
W	602096
W	602176
W	602256
W	602336
R	601669	602416
R	602385	602416
W	602416
W	602496
R	602385	602576
R	602565	602576
W	602576
W	602656
R	602693	602736
R	602698	602736
R	602721	602736
R	602721	602736
R	602720	602736
R	602721	602736
R	602721	602736
R	602722	602736
R	602722	602736
