W	560096
R	560096	560176
R	560096	560176
W	560176
W	560256
W	560336
W	560416
W	560496
R	560556	560576
R	560556	560576
R	560556	560576
W	560576
W	560656
W	560736
R	560795	560816
W	560816
W	560896
W	560976
W	561056
W	561136
W	561216
W	561296
W	561376
W	561456
W	561536
W	561616
W	561696
W	561776
W	561856
W	561936
W	562016
W	562096
W	562176
W	562256
W	562336
W	562416
W	562496
W	562576
W	562656
W	562736
W	562816
W	562896
W	562976
W	563056
W	563136
W	563216
W	563296
W	563376
W	563456
W	563536
W	563616
W	563696
W	563776
W	563856
W	563936
W	564016
W	564096
W	564176
W	564256
W	564336
W	564416
W	564496
W	564576
W	564656
W	564736
W	564816
W	564896
W	564976
W	565056
W	565136
W	565216
W	565296
W	565376
W	565456
W	565536
W	565616
W	565696
W	565776
W	565856
W	565936
W	566016
W	566096
W	566176
W	566256
W	566336
W	566416
W	566496
W	566576
W	566656
W	566736
W	566816
W	566896
W	566976
W	567056
W	567136
W	567216
W	567296
W	567376
W	567456
W	567536
W	567616
W	567696
W	567776
W	567856
W	567936
W	568016
W	568096
W	568176
W	568256
W	568336
W	568416
W	568496
W	568576
W	568656
W	568736
W	568816
W	568896
W	568976
W	569056
R	569073	569136
W	569136
W	569216
W	569296
W	569376
W	569456
W	569536
W	569616
W	569696
W	569776
W	569856
W	569936
W	570016
W	570096
W	570176
W	570256
W	570336
W	570416
W	570496
W	570576
W	570656
W	570736
W	570816
W	570896
W	570976
W	571056
W	571136
W	571216
W	571296
W	571376
W	571456
W	571536
W	571616
W	571696
W	571776
W	571856
W	571936
W	572016
W	572096
W	572176
W	572256
W	572336
W	572416
W	572496
W	572576
R	572071	572656
R	572071	572656
R	572071	572656
R	572071	572656
R	572071	572656
W	572656
W	572736
W	572816
W	572896
W	572976
W	573056
W	573136
W	573216
W	573296
W	573376
W	573456
W	573536
W	573616
W	573696
W	573776
W	573856
W	573936
W	574016
W	574096
W	574176
W	574256
W	574336
W	574416
W	574496
R	574572	574576
W	574576
W	574656
W	574736
W	574816
W	574896
R	574903	574976
W	574976
W	575056
W	575136
W	575216
W	575296
W	575376
R	575416	575456
W	575456
W	575536
W	575616
W	575696
W	575776
W	575856
W	575936
W	576016
W	576096
W	576176
W	576256
W	576336
W	576416
W	576496
W	576576
W	576656
W	576736
W	576816
W	576896
R	576953	576976
R	576953	576976
W	576976
W	577056
W	577136
W	577216
W	577296
W	577376
W	577456
W	577536
W	577616
W	577696
W	577776
W	577856
W	577936
W	578016
W	578096
W	578176
W	578256
W	578336
W	578416
W	578496
W	578576
W	578656
W	578736
W	578816
W	578896
W	578976
W	579056
W	579136
W	579216
W	579296
W	579376
W	579456
W	579536
W	579616
W	579696
W	579776
W	579856
W	579936
W	580016
W	580096
W	580176
W	580256
W	580336
W	580416
W	580496
W	580576
W	580656
W	580736
W	580816
W	580896
W	580976
R	580985	581056
W	581056
W	581136
W	581216
W	581296
W	581376
W	581456
W	581536
W	581616
W	581696
W	581776
W	581856
W	581936
W	582016
W	582096
W	582176
W	582256
W	582336
R	582363	582416
R	582363	582416
R	582363	582416
W	582416
W	582496
W	582576
R	582582	582656
R	582597	582656
R	582597	582656
W	582656
R	582679	582736
W	582736
W	582816
W	582896
W	582976
W	583056
W	583136
W	583216
W	583296
W	583376
R	583367	583456
R	583371	583456
W	583456
R	583477	583536
R	583478	583536
W	583536
W	583616
R	583665	583696
R	583663	583696
R	583663	583696
R	583663	583696
R	583663	583696
W	583696
W	583776
W	583856
W	583936
W	584016
W	584096
W	584176
W	584256
W	584336
W	584416
W	584496
R	584527	584576
R	584527	584576
W	584576
W	584656
W	584736
W	584816
R	584812	584896
W	584896
W	584976
W	585056
W	585136
W	585216
W	585296
W	585376
W	585456
W	585536
W	585616
W	585696
W	585776
W	585856
W	585936
W	586016
W	586096
W	586176
W	586256
W	586336
W	586416
W	586496
W	586576
W	586656
W	586736
W	586816
W	586896
W	586976
W	587056
W	587136
W	587216
W	587296
W	587376
W	587456
W	587536
W	587616
W	587696
W	587776
W	587856
W	587936
W	588016
W	588096
W	588176
R	588242	588256
W	588256
W	588336
W	588416
W	588496
W	588576
W	588656
W	588736
W	588816
W	588896
W	588976
W	589056
W	589136
W	589216
W	589296
W	589376
W	589456
W	589536
W	589616
W	589696
W	589776
W	589856
W	589936
W	590016
W	590096
W	590176
W	590256
W	590336
W	590416
W	590496
W	590576
W	590656
W	590736
W	590816
W	590896
W	590976
W	591056
W	591136
W	591216
W	591296
W	591376
W	591456
W	591536
W	591616
W	591696
W	591776
W	591856
R	591882	591936
W	591936
W	592016
W	592096
W	592176
